itemId,commission,"room_area, m2",rooms_count,floor,floors_count,house_type,lat,lng,colors,url,metro_distance,station_1,station_2,station_3,metro_distance_1,metro_distance_2,metro_distance_3,name,address,"price, rub"
2092032155,Собственник,18,1,4,5,Панельный,55.7525032514771,37.604400160747,"['#0072BA', '#1EBCEF']",/moskva/komnaty/komnata_18_m_v_1-k.45_et._2092032155,"{'18': 0.4, '4': 0.3, '6': 0}",18,4,6,0.4,0.3,0.0,Арбатская,"Москва, улица Воздвиженка, 9",850000
2068911692,Посредник,23,3,3,5,Кирпичный,55.748376,37.599256,['#E42313'],/moskva/komnaty/komnata_23_m_v_3-k.35_et._2068911692,"{'18': 0.7, '52': 0.5, '6': 0.6}",18,52,6,0.7,0.5,0.6,Кропоткинская,"Москва, Гоголевский бульвар, 25с1",11500000
2105735154,Посредник,43,2,1,5,Кирпичный,55.7579952327533,37.6449703160173,['#E42313'],/moskva/komnaty/komnata_43_m_v_2-k.15_et._2105735154,"{'138': 0.9, '139': 0.9, '42': 0.9}",138,139,42,0.9,0.9,0.9,Чистые пруды,"Москва, Покровский бульвар, 4/17с3",350000
2046184525,Посредник,24.2,3,2,5,Кирпичный,55.771393,37.635,['#F07E24'],/moskva/komnaty/komnata_242_m_v_3-k.25_et._2046184525,"{'1007': 0.6, '114': 0.2, '124': 0.7}",1007,114,124,0.6,0.2,0.7,Сухаревская,"Москва, Ананьевский переулок, 5с7",7700000
2086985152,Посредник,9.2,1,2,5,Панельный,55.774629,37.627696,['#F07E24'],/moskva/komnaty/komnata_92_m_v_1-k.25_et._2086985152,"{'1006': 0.8, '114': 0.4, '134': 0.5}",1006,114,134,0.8,0.4,0.5,Сухаревская,"Москва, Мещанская улица, 2",3350000
2087581022,Посредник,18.2,2,2,5,Кирпичный,55.774629,37.627696,['#F07E24'],/moskva/komnaty/komnata_182_m_v_2-k.25_et._2087581022,"{'1006': 0.8, '114': 0.4, '134': 0.5}",1006,114,134,0.8,0.4,0.5,Сухаревская,"Москва, Мещанская улица, 2",6250000
2107727719,Собственник,16,2,5,16,Кирпичный,55.764632,37.582592,['#943E90'],/moskva/komnaty/komnata_16_m_v_2-k.516_et._2107727719,"{'10': 0.4, '48': 0.6, '64': 1}",10,48,64,0.4,0.6,1.0,Баррикадная,"Москва, Зоологическая улица, 12к1",3700000
2067107338,Посредник,19,3,5,5,Кирпичный,55.734658,37.630751,"['#4FB04F', '#915133']",/moskva/komnaty/komnata_19_m_v_3-k_55_et._2067107338,"{'122': 0.8, '32': 0.8, '80': 0.5}",122,32,80,0.8,0.8,0.5,Павелецкая,"Москва, 1-й Новокузнецкий переулок, 13",6150000
2102228029,Собственник,11,3,12,15,Кирпичный,55.778203,37.612398,['#BED12C'],/moskva/komnaty/komnata_11_m_v_3-k.1215_et._2102228029,"{'134': 0.9, '2001': 0.4, '73': 0.7}",134,2001,73,0.9,0.4,0.7,Достоевская,"Москва, 4-й Самотёчный переулок, 3",4800000
2108990377,Посредник,22.4,3,2,7,Кирпичный,55.765083,37.655526,['#E42313'],/moskva/komnaty/komnata_224_m_v_3-k._27_et._2108990377,,,,,,,,Красные ворота,"Москва, Садовая-Черногрязская улица, 13/3с1",5250000
2109507001,Посредник,19,3,3,5,Кирпичный,55.766157,37.655149,['#E42313'],/moskva/komnaty/komnata_19_m_v_3-k._35_et._2109507001,,,,,,,,Красные ворота,"Москва, Хомутовский тупик, 4к1",6000000
2102846753,Посредник,12.2,3,8,13,Панельный,55.754284,37.659353,['#BED12C'],/moskva/komnaty/komnata_122_m_v_3-k.813_et._2102846753,"{'116': 1.4, '139': 0.2, '57': 0.5}",116,139,57,1.4,0.2,0.5,Чкаловская,"Москва, Верхняя Сыромятническая улица, 2",4000000
2134576268,Собственник,16.5,3,2,5,Кирпичный,55.735576,37.639572,"['#4FB04F', '#915133']",/moskva/komnaty/komnata_165_m_v_3-k.25_et._2134576268,"{'122': 1, '72': 1, '80': 0.5}",122,72,80,1.0,1.0,0.5,Павелецкая,"Москва, Озерковская набережная, 48/50с1",7200000
2107106360,Собственник,40,2,3,5,Кирпичный,55.766314,37.655886,['#E42313'],/moskva/komnaty/komnata_40_m_v_2-k.35_et._2107106360,"{'45': 1, '50': 0.5, '57': 0.9}",45,50,57,1.0,0.5,0.9,Красные ворота,"Москва, Хомутовский тупик, 4к2",6000000
1917499979,Посредник,15.6,3,6,8,Кирпичный,55.733989,37.637623,"['#4FB04F', '#915133']",/moskva/komnaty/komnata_156_m_v_3-k._68_et._1917499979,,,,,,,,Павелецкая,"Москва, Татарская улица, 14",8000000
2095289016,Собственник,17,2,11,12,Панельный,55.775894,37.644145,"['#E42313', '#915133']",/moskva/komnaty/komnata_17_m_v_2-k.1112_et._2095289016,"{'114': 0.8, '45': 0.7, '50': 0.8}",114,45,50,0.8,0.7,0.8,Комсомольская,"Москва, Большая Спасская улица, 8",5000000
1945863794,Собственник,16.4,3,3,7,Кирпичный,55.7609763200488,37.5734750417995,['#915133'],/moskva/komnaty/komnata_164_m_v_3-k.37_et._1945863794,"{'10': 0.5, '126': 0.8, '48': 0.2}",10,126,48,0.5,0.8,0.2,Краснопресненская,"Москва, улица Красная Пресня, 9",4650000
1902450431,Посредник,21.3,3,4,5,Кирпичный,55.763194,37.573142,['#915133'],/moskva/komnaty/komnata_21.3_m_v_3-k_45_et._1902450431,"{'10': 0.6, '126': 0.7, '48': 0.4}",10,126,48,0.6,0.7,0.4,Краснопресненская,"Москва, Волков переулок, 7-9с3",4800000
1974344623,Собственник,21,3,2,6,Кирпичный,55.767647,37.575687,['#915133'],/moskva/komnaty/komnata_21_m_v_3-k.26_et._1974344623,"{'10': 0.8, '126': 1, '48': 0.8}",10,126,48,0.8,1.0,0.8,Краснопресненская,"Москва, улица Климашкина, 8, подъезд 2",7900000
1771181708,Собственник,16,3,8,8,Кирпичный,55.778339,37.592278,"['#4FB04F', '#915133']",/moskva/komnaty/komnata_16_m_v_3-k.88_et._1771181708,"{'13': 0.4, '66': 0.6, '73': 0.6}",13,66,73,0.4,0.6,0.6,Белорусская,"Москва, Миусская площадь, 5",5600000
2042109337,Посредник,16.4,3,8,8,Кирпичный,55.7784385681152,37.5922546386719,"['#4FB04F', '#915133']",/moskva/komnaty/komnata_164_m_v_3-k._88_et._2042109337,,,,,,,,Белорусская,"Москва, Миусская площадь, 5",5400000
2082117211,Собственник,10,1,7,18,Монолитный,55.771206,37.658212,"['#E42313', '#915133']",/moskva/komnaty/komnata_10_m_v_1-k.718_et._2082117211,"{'45': 0.5, '49': 1.1, '50': 0.6}",45,49,50,0.5,1.1,0.6,Комсомольская,"Москва, Басманный переулок, 5",16600000
2114841435,Посредник,10,3,1,5,Панельный,55.755353,37.668615,['#BED12C'],/moskva/komnaty/komnata_10_m_v_3-k.15_et._2114841435,"{'139': 0.6, '57': 0.6, '89': 1.2}",139,57,89,0.6,0.6,1.2,Чкаловская,"Москва, Сыромятнический проезд, 7/14",1499000
2088084088,Посредник,23.1,3,1,9,Панельный,55.781823,37.640533,"['#915133', '#F07E24']",/moskva/komnaty/komnata_231_m_v_3-k._19_et._2088084088,,,,,,,,Проспект Мира,"Москва, Большая Переяславская улица, 5к2",9000000
2097790926,Посредник,35,2,3,14,Панельный,55.7810949396015,37.6438832858977,"['#915133', '#F07E24']",/moskva/komnaty/komnata_35_m_v_2-k.314_et._2097790926,"{'114': 1.2, '45': 0.9, '97': 0.7}",114,45,97,1.2,0.9,0.7,Проспект Мира,"Москва, Большая Переяславская улица, 6к1",9150000
1111377333,Собственник,16.3,2,4,4,Кирпичный,55.7275009542527,37.6335096346558,"['#4FB04F', '#915133']",/moskva/komnaty/komnata_16.3_m_v_2-k_44_et._1111377333,"{'108': 0.5, '32': 0.7, '80': 0.5}",108,32,80,0.5,0.7,0.5,Павелецкая,"Москва, Большая Пионерская улица, 24",4699999
2113293381,Собственник,18,2,12,14,Монолитный,55.766623,37.567482,['#943E90'],/moskva/komnaty/komnata_18_m_v_2-k.1214_et._2113293381,"{'10': 1.1, '126': 0.5, '48': 0.9}",10,126,48,1.1,0.5,0.9,Улица 1905 года,"Москва, улица Пресненский Вал, 14к3",5000000
2045934128,Посредник,25,3,10,13,Монолитный,55.785989,37.607278,['#BED12C'],/moskva/komnaty/komnata_25_m_v_3-k._1013_et._2045934128,,,,,,,,Достоевская,"Москва, улица Образцова, 3",9000000
2102159920,Собственник,19.7,3,3,5,Кирпичный,55.726943,37.638359,"['#4FB04F', '#915133']",/moskva/komnaty/komnata_197_m_v_3-k.35_et._2102159920,"{'108': 0.8, '32': 1, '80': 0.5}",108,32,80,0.8,1.0,0.5,Павелецкая,"Москва, Дубининская улица, 19",7900000
2109184282,Посредник,22.3,2,5,12,Панельный,55.785898,37.600891,['#ADACAC'],/moskva/komnaty/komnata_223_m_v_2-k._512_et._2109184282,,,,,,,,Менделеевская,"Москва, Тихвинская улица, 3к1",4500000
2081689585,Посредник,16.3,3,2,5,Кирпичный,55.736052,37.661329,['#BED12C'],/moskva/komnaty/komnata_163_m_v_3-k.25_et._2081689585,"{'51': 0.5, '62': 0.6, '95': 0.6}",51,62,95,0.5,0.6,0.6,Крестьянская застава,"Москва, Воронцовская улица, 25с3",3950000
2088695490,Посредник,27,1,6,10,Панельный,55.784369,37.589419,['#ADACAC'],/moskva/komnaty/komnata_27_m_v_1-k.610_et._2088695490,"{'13': 0.8, '66': 0.6, '73': 0.9}",13,66,73,0.8,0.6,0.9,Менделеевская,"Москва, Новолесная улица, 18к3",6200000
2081071963,Собственник,20,2,11,12,Панельный,55.742012,37.670197,['#BED12C'],/moskva/komnaty/komnata_20_m_v_2-k_1112_et._2081071963,"{'102': 0.8, '62': 0.8, '89': 0.9}",102,62,89,0.8,0.8,0.9,Римская,"Москва, Большая Андроньевская улица, 20",5900000
2059184451,Собственник,43,3,8,10,Панельный,55.7463514248759,37.6736501073253,['#FFCD1C'],/moskva/komnaty/komnata_43_m_v_3-k_810_et._2059184451,"{'102': 0.5, '62': 1.2, '89': 0.4}",102,62,89,0.5,1.2,0.4,Площадь Ильича,"Москва, улица Сергия Радонежского, 6",9000000
2109331646,Посредник,16.3,3,5,5,Кирпичный,55.774355,37.666809,['#E42313'],/moskva/komnaty/komnata_163_m_v_3-k._55_et._2109331646,,,,,,,,Красносельская,"Москва, Ольховская улица, 17",4100000
1487451563,Собственник,46,3,18,25,Кирпичный,55.764668,37.55973,['#943E90'],/moskva/komnaty/komnata_46_m_v_3-k_1825_et._1487451563,"{'12': 1.3, '126': 0.1, '48': 1.2}",12,126,48,1.3,0.1,1.2,Улица 1905 года,"Москва, Большая Декабрьская улица, 1",12000000
2105689987,Собственник,18,2,8,17,Панельный,55.788682,37.603271,['#ADACAC'],/moskva/komnaty/komnata_18_m_v_2-k.817_et._2105689987,"{'2002': 1, '66': 0.8, '73': 1}",2002,66,73,1.0,0.8,1.0,Менделеевская,"Москва, Новосущёвская улица, 37к4",5000000
2091019689,Посредник,16,3,1,5,Кирпичный,55.74484,37.675469,['#BED12C'],/moskva/komnaty/komnata_16_m_v_3-k.15_et._2091019689,"{'102': 0.4, '62': 1.2, '89': 0.4}",102,62,89,0.4,1.2,0.4,Римская,"Москва, Библиотечная улица, 23",4490000
724279957,Посредник,24,3,6,6,Кирпичный,55.78773,37.64153,['#F07E24'],/moskva/komnaty/komnata_24_m_v_3-k.66_et._724279957,"{'101': 0.6, '45': 1.6, '97': 0.8}",101,45,97,0.6,1.6,0.8,Рижская,"Большая Переяславская ул, 52/55с2",5550000
1867117909,Посредник,21.9,3,2,8,Кирпичный,55.727536,37.653496,['#BED12C'],/moskva/komnaty/komnata_219_m_v_3-k._28_et._1867117909,,,,,,,,Крестьянская застава,"Москва, Дербеневская набережная, 1/2",5700000
1973350457,Собственник,17,3,2,5,Кирпичный,55.732175,37.66371,['#BED12C'],/moskva/komnaty/komnata_17_m_v_3-k.25_et._1973350457,"{'51': 0.1, '62': 1.1, '95': 0.2}",51,62,95,0.1,1.1,0.2,Крестьянская застава,"Москва, Динамовская улица, 1А",4980000
2059436907,Посредник,23.7,2,12,16,Панельный,55.754709,37.680014,['#FFCD1C'],/moskva/komnaty/komnata_237_m_v_2-k.1216_et._2059436907,"{'102': 0.9, '57': 1.3, '89': 0.9}",102,57,89,0.9,1.3,0.9,Площадь Ильича,"Москва, Волочаевская улица, 18",4900000
1775370257,Собственник,22,3,2,5,Кирпичный,55.731659,37.66478,['#BED12C'],/moskva/komnaty/komnata_22_m_v_3-k.25_et._1775370257,"{'51': 0.1, '62': 1.2, '95': 0.1}",51,62,95,0.1,1.2,0.1,Крестьянская застава,"Москва, метро Пролетарская",4300000
1981008274,Посредник,31.6,3,2,5,Кирпичный,55.756908,37.681532,['#FFCD1C'],/moskva/komnaty/komnata_316_m_v_3-k._25_et._1981008274,,,,,,,,Площадь Ильича,"Москва, Самокатная улица, 3/8кА",8500000
2111738980,Собственник,16.7,3,4,5,Кирпичный,55.756336,37.552376,['#1EBCEF'],/moskva/komnaty/komnata_167_m_v_3-k.45_et._2111738980,"{'126': 1, '152': 1, '2146': 1}",126,152,2146,1.0,1.0,1.0,Выставочная,"Москва, Мантулинская улица, 16",4900000
2129988548,Посредник,12,2,3,8,Кирпичный,55.739549,37.676412,['#BED12C'],/moskva/komnaty/komnata_12_m_v_2-k.38_et._2129988548,"{'102': 0.8, '89': 0.9, '95': 1.1}",102,89,95,0.8,0.9,1.1,Римская,"Москва, Нижегородская улица, 3",6500000
507809967,Собственник,24,3,4,5,Кирпичный,55.7593842749,37.5520262672,['#943E90'],/moskva/komnaty/komnata_24_m_v_3-k.45_et._507809967,"{'126': 0.8, '152': 1.2, '2146': 1.3}",126,152,2146,0.8,1.2,1.3,Улица 1905 года,"улица Анатолия Живова, 3",5550000
2054234663,Посредник,33.8,3,2,6,Кирпичный,55.7897,37.5905,"['#FFCD1C', '#ADACAC', '#1EBCEF']",/moskva/komnaty/komnata_33.8_m_v_3-k_26_et._2054234663,,,,,,,,Савеловская,"Москва, Новослободская улица, 71",9000000
2080384696,Собственник,17,2,9,9,Кирпичный,55.725017,37.580095,['#E42313'],/moskva/komnaty/komnata_17_m_v_2-k.99_et._2080384696,"{'112': 1.1, '132': 0.2, '2165': 1.3}",112,132,2165,1.1,0.2,1.3,Фрунзенская,"Москва, Комсомольский проспект, 29",5000000
2092776882,Посредник,18,3,2,5,Кирпичный,55.79099,37.594028,"['#FFCD1C', '#ADACAC', '#1EBCEF']",/moskva/komnaty/komnata_18_m_v_3-k.25_et._2092776882,"{'104': 0.4, '66': 1.1, '73': 1.4}",104,66,73,0.4,1.1,1.4,Савеловская,"Москва, Новослободская улица, 62к16",5050000
2098063993,Посредник,20.1,3,1,5,Кирпичный,55.79099,37.594028,"['#FFCD1C', '#ADACAC', '#1EBCEF']",/moskva/komnaty/komnata_201_m_v_3-k._15_et._2098063993,,,,,,,,Савеловская,"Москва, Новослободская улица, 62к16",4800000
2130447083,Посредник,21.1,3,2,5,Кирпичный,55.790686,37.59259,"['#FFCD1C', '#ADACAC', '#1EBCEF']",/moskva/komnaty/komnata_211_m_v_3-k._25_et._2130447083,,,,,,,,Савеловская,"Москва, Новослободская улица, 62к20",5000000
2045375640,Посредник,53.3,3,3,15,Кирпичный,55.78115,37.667087,['#E42313'],/moskva/komnaty/komnata_533_m_v_3-k._315_et._2045375640,,,,,,,,Красносельская,"Москва, Краснопрудная улица, 13",12000000
2077051643,Посредник,72.2,3,4,8,Кирпичный,55.7844,37.57227,['#4FB04F'],/moskva/komnaty/komnata_722_m_v_3-k._48_et._2077051643,,,,,,,,Динамо,"Москва, Ленинградский проспект, 28",18100000
2101019883,Собственник,16,2,2,5,Панельный,55.79433,37.619989,['#BED12C'],/moskva/komnaty/komnata_16_m_v_2-k.25_et._2101019883,"{'101': 1, '2001': 1.5, '2002': 0.2}",101,2001,2002,1.0,1.5,0.2,Марьина Роща,"Москва, 1-й проезд Марьиной Рощи, 11",4990000
2002029005,Посредник,18.3,3,7,7,Кирпичный,55.794386,37.612416,['#BED12C'],/moskva/komnaty/komnata_18.3_m_v_3-k_77_et._2002029005,"{'101': 1.5, '2001': 1.4, '2002': 0.2}",101,2001,2002,1.5,1.4,0.2,Марьина Роща,"Москва, Октябрьская улица, 69",4600000
2097110802,Собственник,57,2,6,8,Кирпичный,55.72382,37.578666,['#E42313'],/moskva/komnaty/komnata_57_m_v_2-k_68_et._2097110802,"{'112': 1, '132': 0.4, '2165': 1.2}",112,132,2165,1.0,0.4,1.2,Фрунзенская,"Москва, Комсомольский проспект, 33/11, подъезд 2",5000000
2130084782,Посредник,28.7,3,6,6,Кирпичный,55.785321,37.572639,['#4FB04F'],/moskva/komnaty/komnata_287_m_v_3-k._66_et._2130084782,,,,,,,,Динамо,"Москва, улица Правды, 1/2",8500000
2087750394,Посредник,18.9,2,6,8,Кирпичный,55.723785,37.578406,['#E42313'],/moskva/komnaty/komnata_189_m_v_2-k._68_et._2087750394,,,,,,,,Фрунзенская,"Москва, Комсомольский проспект, 33/11",4950000
2042209774,Посредник,20.6,3,8,8,Блочный,55.7948226928711,37.614574432373,['#BED12C'],/moskva/komnaty/komnata_20.6_m_v_3-k_88_et._2042209774,,,,,,,,Марьина Роща,"Москва, Шереметьевская улица, 5к2",7500000
2092463486,Посредник,21,3,5,5,Блочный,55.772532,37.680562,['#0072BA'],/moskva/komnaty/komnata_21_m_v_3-k.55_et._2092463486,"{'11': 0.1, '45': 1.6, '49': 1.2}",11,45,49,0.1,1.6,1.2,Бауманская,"Москва, Бакунинская улица, 4-6с2",6500000
1901561093,Собственник,20.1,3,8,8,Кирпичный,55.795049,37.614329,['#BED12C'],/moskva/komnaty/komnata_201_m_v_3-k.88_et._1901561093,"{'101': 1.4, '2001': 1.5, '2002': 0.2}",101,2001,2002,1.4,1.5,0.2,Марьина Роща,"Москва, Шереметьевская улица, 5к2, подъезд 3",9000000
2101513159,Посредник,15.8,2,1,5,Кирпичный,55.795089,37.62175,['#BED12C'],/moskva/komnaty/komnata_158_m_v_2-k.15_et._2101513159,"{'101': 0.9, '2001': 1.6, '2002': 0.4}",101,2001,2002,0.9,1.6,0.4,Марьина Роща,"Москва, 3-я улица Марьиной Рощи, 3/7, подъезд 4",4200000
2031134595,Собственник,18.3,3,7,7,Монолитный,55.7951673080588,37.6126383406773,['#BED12C'],/moskva/komnaty/komnata_18.3_m_v_3-k_77_et._2031134595,"{'101': 1.5, '2001': 1.5, '2002': 0.3}",101,2001,2002,1.5,1.5,0.3,Марьина Роща,"Москва, Октябрьская улица, 69",4800000
2045699733,Посредник,33,3,1,5,Кирпичный,55.78814,37.57749,"['#FFCD1C', '#ADACAC', '#1EBCEF']",/moskva/komnaty/komnata_33_m_v_3-k._15_et._2045699733,,,,,,,,Савеловская,"Москва, 5-я улица Ямского Поля, 23к1",10700000
2103845353,Посредник,57.6,3,9,9,Кирпичный,55.724738,37.661913,['#943E90'],/moskva/komnaty/komnata_576_m_v_3-k.99_et._2103845353,"{'34': 1.2, '51': 0.9, '95': 0.8}",34,51,95,1.2,0.9,0.8,Пролетарская,"Москва, улица Симоновский Вал, 12",3840000
2109165829,Посредник,20.5,2,6,8,Кирпичный,55.725899,37.664464,['#943E90'],/moskva/komnaty/komnata_205_m_v_2-k._68_et._2109165829,,,,,,,,Пролетарская,"Москва, улица Симоновский Вал, 9",3500000
2027486216,Собственник,15,3,4,5,Кирпичный,55.763827,37.547935,['#943E90'],/moskva/komnaty/komnata_15_m_v_3-k.45_et._2027486216,"{'12': 1.1, '126': 0.8, '2162': 1.6}",12,126,2162,1.1,0.8,1.6,Улица 1905 года,"Москва, 2-я Черногрязская улица, 10",4000000
1006621108,Собственник,11,3,1,7,Кирпичный,55.7266682276237,37.5687557637634,['#E42313'],/moskva/komnaty/komnata_11_m_v_3-k_17_et._1006621108,"{'112': 0.6, '132': 0.7, '2165': 0.8}",112,132,2165,0.6,0.7,0.8,Спортивная,"Москва, Усачёва улица, 17с1",5100000
2098222824,Посредник,11.4,3,1,5,Кирпичный,55.727521,37.668201,['#943E90'],/moskva/komnaty/komnata_114_m_v_3-k.15_et._2098222824,"{'34': 1.2, '51': 0.6, '95': 0.5}",34,51,95,1.2,0.6,0.5,Пролетарская,"Москва, 1-я Дубровская улица, 4А",3490000
2088300233,Посредник,34,3,2,5,Кирпичный,55.791233,37.582628,"['#FFCD1C', '#ADACAC', '#1EBCEF']",/moskva/komnaty/komnata_34_m_v_3-k.25_et._2088300233,"{'104': 0.4, '30': 1.5, '66': 1.5}",104,30,66,0.4,1.5,1.5,Савеловская,"Москва, улица Нижняя Масловка, 5к2",9700000
2105051857,Посредник,24,2,1,6,Кирпичный,55.715657,37.621929,['#ADACAC'],/moskva/komnaty/komnata_24_m_v_2-k._16_et._2105051857,,,,,,,,Тульская,"Москва, Люсиновская улица, 68",5500000
1768396298,Собственник,20,1,10,14,Панельный,55.776245,37.55574,['#943E90'],/moskva/komnaty/komnata_20_m_v_1-k.1014_et._1768396298,"{'12': 0.7, '126': 1.4, '30': 1.5}",12,126,30,0.7,1.4,1.5,Беговая,"Москва, Беговая улица, 6",2300000
2066878968,Собственник,18.8,3,3,5,Кирпичный,55.715053,37.612156,['#F07E24'],/moskva/komnaty/komnata_188_m_v_3-k.35_et._2066878968,"{'108': 1.5, '123': 1, '140': 0.5}",108,123,140,1.5,1.0,0.5,Шаболовская,"Москва, улица Лестева, 16",4000000
1935008370,Собственник,12,3,2,6,Кирпичный,55.780102,37.559164,['#4FB04F'],/moskva/komnaty/komnata_12_m_v_3-k_26_et._1935008370,"{'12': 1.1, '2195': 1.3, '30': 1.1}",12,2195,30,1.1,1.3,1.1,Динамо,"Москва, Беговая улица, 24",3450000
2014845603,Посредник,11,3,2,6,Кирпичный,55.780102,37.559164,['#4FB04F'],/moskva/komnaty/komnata_11_m_v_3-k._26_et._2014845603,,,,,,,,Динамо,"Москва, Беговая улица, 24",3800000
2045934114,Посредник,17.3,3,1,5,Кирпичный,55.715454,37.595079,['#F07E24'],/moskva/komnaty/komnata_173_m_v_3-k._15_et._2045934114,,,,,,,,Шаболовская,"Москва, Малая Калужская улица, 27",4500000
2096970400,Посредник,26.5,3,2,5,Кирпичный,55.798454,37.622899,['#BED12C'],/moskva/komnaty/komnata_265_m_v_3-k.25_et._2096970400,"{'101': 1.1, '151': 1.4, '2002': 0.7}",101,151,2002,1.1,1.4,0.7,Марьина Роща,"Москва, 5-й проезд Марьиной Рощи, 3/7",6900000
2077333296,Посредник,14.5,3,5,5,Кирпичный,55.742534,37.544773,['#1EBCEF'],/moskva/komnaty/komnata_145_m_v_3-k._55_et._2077333296,,,,,,,,Студенческая,"Москва, Студенческая улица, 28к3",4700000
1994401998,Собственник,17,3,2,4,Кирпичный,55.735073,37.685719,['#943E90'],/moskva/komnaty/komnata_17_m_v_3-k.24_et._1994401998,"{'102': 1.3, '26': 1.1, '95': 1.2}",102,26,95,1.3,1.1,1.2,Волгоградский проспект,"Россия, Москва, Средняя Калитниковская улица, 24, подъезд 3",4500000
1873968425,Посредник,55.2,3,13,14,Кирпичный,55.733183,37.683922,['#943E90'],/moskva/komnaty/komnata_552_m_v_3-k._1314_et._1873968425,,,,,,,,Волгоградский проспект,"Москва, Малая Калитниковская улица, 22",9990000
2098590274,Посредник,18.4,3,13,14,Кирпичный,55.733183,37.683922,['#943E90'],/moskva/komnaty/komnata_184_m_v_3-k._1314_et._2098590274,,,,,,,,Волгоградский проспект,"Москва, Малая Калитниковская улица, 22",2990000
2083661321,Собственник,9,2,4,5,Кирпичный,55.721939,37.667526,"['#BED12C', '#F4D7CF']",/moskva/komnaty/komnata_9_m_v_2-k.45_et._2083661321,"{'34': 0.7, '51': 1.2, '95': 1.1}",34,51,95,0.7,1.2,1.1,Дубровка,"Москва, Шарикоподшипниковская улица, 2А",1800000
2017630647,Собственник,14,3,2,5,Кирпичный,55.7614885513346,37.5401675328612,"['#FFCD1C', '#F4D7CF', '#1EBCEF']",/moskva/komnaty/komnata_14_m_v_3-k.25_et._2017630647,"{'126': 1.4, '152': 1.3, '2162': 1}",126,152,2162,1.4,1.3,1.0,Шелепиха,"Москва, Стрельбищенский переулок, 26/9",4200000
2109777441,Собственник,12,3,6,10,Блочный,55.728497,37.679372,['#943E90'],/moskva/komnaty/komnata_12_m_v_3-k.610_et._2109777441,"{'26': 0.6, '51': 1, '95': 0.8}",26,51,95,0.6,1.0,0.8,Волгоградский проспект,"Москва, Волгоградский проспект, 17",225000
1916975152,Посредник,19.1,3,2,8,Кирпичный,55.723792,37.672919,"['#BED12C', '#F4D7CF']",/moskva/komnaty/komnata_191_m_v_3-k._28_et._1916975152,,,,,,,,Дубровка,"Москва, 1-я Дубровская улица, 13",4700000
1915001126,Собственник,16.1,3,7,7,Кирпичный,55.756265,37.697576,['#D06C9F'],/moskva/komnaty/komnata_161_m_v_3-k.77_et._1915001126,"{'1': 1.3, '2222': 1.1, '89': 1.5}",1,2222,89,1.3,1.1,1.5,Лефортово,"Москва, улица Лефортовский Вал, 24",4000000
2077477185,Посредник,17,3,3,9,Кирпичный,55.758139,37.697729,['#D06C9F'],/moskva/komnaty/komnata_17_m_v_3-k._39_et._2077477185,,,,,,,,Лефортово,"Москва, Красноказарменная улица, 9",3900000
697791242,Посредник,15.4,3,5,6,Панельный,55.722761,37.562227,['#E42313'],/moskva/komnaty/komnata_154_m_v_3-k.56_et._697791242,"{'112': 0, '132': 1.2, '2165': 0.2}",112,132,2165,0.0,1.2,0.2,Спортивная,"Усачева ул. , д.29, к. 7",4000000
2090918803,Посредник,14.6,3,1,5,Кирпичный,55.762961,37.69807,['#D06C9F'],/moskva/komnaty/komnata_146_m_v_3-k._15_et._2090918803,,,,,,,,Лефортово,"Москва, 1-й Краснокурсантский проезд, 5/7",3750000
2050255240,Собственник,14.2,3,6,8,Кирпичный,55.721503,37.672334,"['#BED12C', '#F4D7CF']",/moskva/komnaty/komnata_14.2_m_v_3-k_68_et._2050255240,"{'26': 1, '34': 0.5, '95': 1.2}",26,34,95,1.0,0.5,1.2,Дубровка,"Москва, Шарикоподшипниковская улица, 9",4000000
2045579166,Посредник,17.7,3,4,8,Кирпичный,55.737725,37.540721,['#1EBCEF'],/moskva/komnaty/komnata_177_m_v_3-k._48_et._2045579166,,,,,,,,Студенческая,"Москва, Киевская улица, 24",4000000
2132972264,Собственник,13.3,3,1,7,Кирпичный,55.717361,37.666638,"['#BED12C', '#F4D7CF']",/moskva/komnaty/komnata_133_m_v_3-k.17_et._2132972264,"{'2': 1.3, '26': 1.5, '34': 0.6}",2,26,34,1.3,1.5,0.6,Дубровка,"Москва, Новоостаповская улица, 4к2, подъезд 5",3300000
2044977349,Посредник,13.6,3,6,8,Кирпичный,55.717259,37.666522,"['#BED12C', '#F4D7CF']",/moskva/komnaty/komnata_136_m_v_3-k._68_et._2044977349,,,,,,,,Дубровка,"Москва, Новоостаповская улица, 4к2",3800000
2045640593,Посредник,21.2,3,6,8,Кирпичный,55.717259,37.666522,"['#BED12C', '#F4D7CF']",/moskva/komnaty/komnata_212_m_v_3-k._68_et._2045640593,,,,,,,,Дубровка,"Москва, Новоостаповская улица, 4к2",5200000
2033673537,Собственник,31,3,5,5,Кирпичный,55.774765,37.695115,['#0072BA'],/moskva/komnaty/komnata_31_m_v_3-k.55_et._2033673537,"{'11': 1, '144': 1, '2222': 1.3}",11,144,2222,1.0,1.0,1.3,Электрозаводская,"Москва, Большая Почтовая улица, 18/20к7, подъезд 5",6970000
